Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default,Loan_annual
46,45718,61799,431,17,2,22.43,12,0.5,1,3,1,1,0,0,0,1,61799
50,109182,80548,477,36,2,2.34,48,0.81,2,2,0,0,1,0,0,0,20137
27,67228,219703,691,62,2,14.42,24,0.42,3,1,0,0,1,4,0,1,109851
67,38824,203136,437,88,1,12.15,12,0.34,0,2,1,0,0,4,1,0,203136
57,18967,151618,435,13,2,3.98,60,0.21,1,0,2,1,0,4,0,0,30323
38,105962,228919,426,17,1,3.12,48,0.38,0,1,2,0,0,2,1,0,57229
45,30796,222216,666,95,4,13.64,36,0.43,0,1,2,0,1,4,0,0,74072
28,120817,134587,677,109,4,15.6,24,0.62,2,2,2,0,0,0,1,0,67293
51,17665,77126,405,5,4,23.66,24,0.35,3,3,0,0,0,0,0,0,38563
25,90714,55849,515,81,4,13.27,12,0.67,3,2,0,0,1,1,1,0,55849
39,52054,193810,654,69,2,22.46,60,0.26,0,0,2,1,1,2,1,0,38762
25,23658,200491,643,109,4,5.88,60,0.75,1,3,0,0,1,3,0,1,40098
66,20374,143358,349,74,4,11.49,12,0.46,2,1,0,1,1,1,0,0,143358
32,40367,150097,600,67,1,15.95,36,0.6,3,2,1,0,1,0,0,0,50032
34,44651,171152,524,101,3,14.07,60,0.12,1,2,1,0,1,2,1,0,34230
40,87906,122670,640,111,1,3.11,48,0.41,0,2,0,0,1,3,1,0,30667
41,145271,189275,479,64,2,3.5,60,0.86,2,3,1,1,0,3,0,0,37855
62,110067,136637,760,64,1,19.38,60,0.28,2,3,1,0,0,1,1,0,27327
36,78785,16609,476,0,4,3.95,60,0.55,2,0,2,0,0,1,0,0,3321
22,116020,165009,391,119,2,19.59,12,0.75,1,0,0,1,0,0,1,0,165009
49,57269,216052,695,96,3,18.05,24,0.77,3,3,2,0,1,3,0,0,108026
61,63860,61000,341,84,4,18.99,36,0.72,3,2,2,0,1,3,1,0,20333
18,125453,222080,502,53,1,7.74,48,0.31,0,2,0,0,1,1,1,0,55520
40,111882,53706,711,110,1,14.04,48,0.8,1,3,1,1,0,4,0,0,13426
54,56827,103284,524,97,1,8.51,36,0.32,3,1,1,0,1,0,0,0,34428
25,72852,207316,506,8,3,21.38,24,0.69,0,0,0,1,1,1,1,1,103658
30,116247,51300,528,94,2,13.63,24,0.83,2,2,0,0,0,0,1,0,25650
25,96070,182738,809,3,4,11.59,60,0.67,3,1,1,1,0,2,0,1,36547
40,66058,146121,305,38,1,7.2,12,0.65,1,0,0,0,1,3,1,0,146121
60,29818,43009,749,116,3,10.04,24,0.64,0,1,1,1,1,2,0,0,21504
18,124544,128881,577,12,1,20.77,60,0.84,3,0,1,0,1,2,0,1,25776
62,148860,245891,734,71,4,5.67,48,0.67,3,3,0,1,0,4,1,0,61472
68,148470,114670,350,36,1,12.16,48,0.67,0,2,2,0,1,2,1,0,28667
41,34627,200849,772,0,1,22.45,24,0.47,3,3,1,1,1,2,1,0,100424
52,82064,100794,713,100,2,8.77,12,0.25,1,0,2,1,1,0,1,0,100794
41,128724,235221,730,99,4,3.7,36,0.53,2,1,2,0,0,3,1,0,78407
34,146103,54731,721,77,4,19.41,36,0.77,3,2,2,1,0,0,1,0,18243
22,106031,93500,495,95,2,21.13,48,0.74,2,1,1,1,1,3,0,1,23375
37,32756,234025,360,6,1,3.0,60,0.68,2,3,2,1,1,4,0,1,46805
38,125897,44015,577,76,3,21.88,24,0.73,3,2,0,0,0,0,1,0,22007
57,147140,240634,571,108,3,9.63,48,0.79,1,3,0,0,1,3,1,0,60158
48,99826,59877,534,112,4,18.06,48,0.3,2,1,1,1,1,0,1,0,14969
63,72498,69444,329,50,3,12.04,36,0.6,2,1,1,0,1,3,1,0,23148
53,35658,60856,459,4,3,6.0,24,0.34,0,0,0,0,1,4,0,0,30428
28,44687,156238,434,18,2,12.56,36,0.43,2,0,0,0,1,2,0,0,52079
69,66071,248109,617,96,4,2.79,48,0.59,1,2,2,0,1,0,0,0,62027
32,77122,161410,468,22,3,9.6,12,0.54,0,2,2,1,0,1,0,0,161410
36,67613,56405,459,103,1,4.54,24,0.51,3,2,1,1,1,1,0,0,28202
24,124060,33929,461,90,4,12.39,60,0.2,0,1,2,1,0,2,1,0,6785
68,30368,123847,567,47,4,12.8,24,0.75,1,1,2,0,0,1,1,0,61923
45,23144,51494,460,83,3,3.56,48,0.44,1,0,2,1,0,2,1,0,12873
68,29038,113757,414,55,4,13.02,12,0.6,1,2,1,0,1,3,0,0,113757
60,55020,214667,401,18,1,18.64,60,0.49,1,3,1,1,0,0,0,1,42933
22,54504,213173,737,94,1,21.01,24,0.21,0,2,0,0,0,2,1,0,106586
22,95771,238598,374,72,3,2.06,36,0.52,1,0,2,0,1,2,0,0,79532
47,35070,170582,599,12,2,5.82,60,0.26,3,3,2,1,1,4,1,0,34116
49,101253,247782,638,77,3,24.58,24,0.25,3,0,0,1,0,2,0,0,123891
25,101796,226815,475,63,1,24.76,36,0.85,3,1,0,0,0,4,1,0,75605
27,69922,13312,665,94,1,15.75,60,0.82,0,3,2,1,1,3,0,0,2662
55,101513,68084,482,63,4,8.2,24,0.53,2,1,0,0,0,3,1,0,34042
64,133401,170804,446,68,4,15.84,48,0.84,2,3,1,0,1,3,1,0,42701
49,33038,215463,600,91,1,15.03,48,0.71,2,0,0,1,1,1,0,0,53865
65,40676,175106,725,9,1,20.24,12,0.26,3,0,2,1,0,0,1,0,175106
45,139740,66740,418,2,2,19.68,12,0.72,1,2,2,1,0,3,1,0,66740
34,145648,155819,332,52,1,14.28,36,0.59,1,2,2,1,1,1,1,0,51939
48,118825,168301,778,116,3,2.55,36,0.12,3,2,1,0,1,1,1,0,56100
25,112895,34092,411,69,4,17.73,12,0.44,3,1,0,1,0,3,1,0,34092
57,84378,248551,363,19,3,14.6,60,0.21,1,2,1,0,1,2,0,0,49710
42,74238,46570,678,50,4,18.28,60,0.23,2,3,0,0,0,0,1,0,9314
26,49938,246708,431,54,2,19.78,12,0.65,0,1,1,1,0,1,0,0,246708
19,78209,78204,563,4,3,11.14,24,0.18,3,1,0,1,1,2,0,0,39102
32,79887,132271,627,44,3,3.49,12,0.55,3,1,2,0,0,2,1,0,132271
67,54736,138883,362,93,3,14.79,60,0.76,2,3,0,1,1,2,1,0,27776
20,97952,193536,805,65,4,6.54,12,0.2,3,0,1,1,1,0,1,0,193536
66,54280,10772,402,42,1,10.02,12,0.53,1,2,2,1,1,3,1,0,10772
53,72750,160615,528,41,1,19.43,24,0.35,3,2,0,1,1,2,0,0,80307
21,18143,114149,499,48,2,20.8,60,0.34,0,2,2,0,1,3,1,0,22829
31,43129,8765,535,118,2,15.78,36,0.58,0,0,2,1,1,1,0,0,2921
58,85322,116845,478,0,1,8.02,60,0.81,3,3,0,1,1,0,0,0,23369
58,127307,128104,827,79,2,14.93,12,0.46,2,0,1,1,0,1,0,0,128104
42,22934,200418,700,49,4,5.72,12,0.17,1,0,0,1,1,4,1,1,200418
67,26229,66102,335,81,4,15.52,36,0.2,3,1,0,1,1,4,0,0,22034
27,60492,54895,465,72,4,17.32,60,0.14,3,2,0,0,0,4,0,1,10979
38,113980,187289,389,69,2,18.59,36,0.8,0,2,1,1,0,1,0,0,62429
53,18675,132393,366,15,1,4.43,12,0.9,3,0,0,0,1,0,1,0,132393
29,29812,170812,378,46,1,3.86,36,0.7,0,3,0,0,1,1,0,1,56937
44,101795,226411,402,46,4,18.15,12,0.86,3,2,1,1,1,2,1,1,226411
57,97462,150445,798,27,2,8.51,36,0.7,2,3,0,0,1,4,1,0,50148
19,113893,114482,351,35,4,16.5,36,0.81,0,0,1,0,1,2,1,0,38160
30,33586,94674,398,81,3,12.42,48,0.79,3,1,1,0,1,4,0,0,23668
49,36715,193141,681,13,3,17.3,60,0.68,2,0,1,1,1,4,0,0,38628
48,74718,237772,496,26,3,18.26,24,0.16,1,0,2,0,1,2,1,0,118886
33,27578,34789,796,111,3,2.99,48,0.81,3,1,2,1,0,2,0,0,8697
49,83452,202995,626,112,2,6.22,60,0.81,2,0,1,1,0,1,0,0,40599
49,136025,54376,704,107,1,13.71,60,0.47,2,1,1,1,1,1,1,0,10875
51,118406,202133,577,11,4,24.93,12,0.2,3,0,0,0,0,0,1,0,202133
28,96152,161308,602,101,2,10.0,12,0.34,0,1,1,0,1,0,0,0,161308
27,111944,38225,751,91,4,16.41,48,0.57,0,1,2,1,1,4,0,0,9556
32,132852,76887,548,51,3,14.79,60,0.65,2,3,1,0,0,3,1,0,15377
34,134200,158696,848,109,4,6.43,48,0.19,2,2,2,1,1,1,1,0,39674
57,106013,172332,626,53,4,2.61,48,0.22,0,0,0,1,1,4,0,0,43083
35,67115,110184,431,99,4,23.87,48,0.87,3,0,1,0,1,4,1,0,27546
26,43684,51825,494,28,4,16.34,36,0.32,3,1,0,0,1,1,1,1,17275
42,57554,9502,534,98,1,14.46,36,0.69,3,3,2,0,0,4,1,0,3167
57,23447,161056,707,110,1,5.26,24,0.62,1,1,0,1,1,3,0,0,80528
31,120329,125653,349,97,1,14.55,24,0.11,3,1,2,1,1,2,0,0,62826
42,126306,168248,748,63,4,11.06,36,0.81,1,1,1,1,0,4,0,0,56082
67,141258,58059,640,24,3,24.03,24,0.15,3,3,0,0,0,3,0,0,29029
39,68290,163901,383,101,2,10.33,36,0.42,1,0,2,0,0,0,0,1,54633
69,122441,195579,435,60,1,10.16,48,0.48,0,2,1,1,1,4,1,1,48894
47,39235,237261,635,60,3,6.42,36,0.33,3,1,0,1,1,0,0,0,79087
37,44549,85143,806,116,2,2.9,12,0.64,0,2,2,1,1,3,1,0,85143
38,29974,169113,809,69,1,20.13,60,0.86,3,0,1,1,0,2,1,0,33822
61,57723,209750,683,89,1,15.4,36,0.47,3,0,0,0,1,0,0,0,69916
49,71016,170180,814,34,1,5.89,60,0.49,0,2,0,1,1,3,0,0,34036
68,60617,111715,643,115,4,5.72,12,0.24,3,0,0,0,1,1,0,0,111715
63,135576,82210,601,45,1,13.39,60,0.86,0,0,2,1,1,4,1,0,16442
66,126094,177099,554,11,1,19.91,60,0.48,0,2,1,0,0,1,0,1,35419
38,84120,132382,548,96,1,13.99,60,0.56,3,3,2,0,0,3,0,1,26476
52,99629,86409,575,110,4,19.35,36,0.73,3,1,2,1,1,3,0,0,28803
49,118365,107915,438,37,4,24.15,12,0.47,1,2,0,0,1,2,1,0,107915
47,91796,43994,304,96,3,6.6,36,0.81,2,1,0,0,1,1,1,0,14664
56,134672,208600,520,86,1,23.18,36,0.82,3,3,2,1,1,0,0,0,69533
66,119115,60295,682,64,2,7.92,12,0.33,0,2,2,1,0,4,0,0,60295
29,130671,29592,791,100,1,16.46,48,0.87,0,2,1,1,1,3,1,0,7398
58,95255,79553,475,49,3,2.61,12,0.52,0,2,1,1,1,0,0,0,79553
64,92688,113118,363,78,2,7.94,60,0.9,1,2,2,0,0,1,1,0,22623
35,36075,140388,651,61,4,22.45,12,0.67,2,1,0,0,0,2,1,1,140388
38,141446,22437,374,32,3,15.9,36,0.28,2,1,1,1,0,4,0,1,7479
30,44349,65827,650,47,2,21.77,48,0.32,1,2,0,0,0,4,0,1,16456
38,107423,58766,839,71,3,5.36,12,0.67,1,2,2,0,1,4,0,0,58766
25,38607,112279,499,73,4,17.52,36,0.41,3,1,2,0,0,4,1,0,37426
63,56264,19012,486,41,1,2.38,12,0.51,0,2,0,0,0,3,0,0,19012
57,110925,242224,660,60,2,22.28,12,0.35,1,1,1,1,0,2,0,0,242224
63,97402,208283,694,13,4,11.32,24,0.11,1,2,0,0,1,3,0,0,104141
24,47250,212116,771,89,1,23.61,24,0.88,0,0,2,1,0,4,1,0,106058
40,87836,33393,441,59,1,5.18,48,0.73,1,3,1,0,1,4,1,0,8348
61,68493,146842,338,67,2,18.04,60,0.23,1,3,2,0,1,0,0,0,29368
49,52036,103952,558,75,2,19.29,12,0.25,3,0,2,1,0,0,1,0,103952
28,86736,204674,809,100,1,9.97,60,0.23,2,3,0,1,1,3,1,0,40934
39,110899,216240,717,74,2,12.35,48,0.73,2,2,2,1,1,4,0,0,54060
39,82530,207695,420,85,4,9.56,60,0.49,2,0,0,1,0,4,0,0,41539
60,140957,112610,571,115,3,9.56,36,0.61,2,3,0,0,1,2,0,0,37536
42,140482,9795,659,97,4,21.78,24,0.71,2,3,2,0,0,2,0,0,4897
39,15008,105719,705,116,3,17.57,36,0.41,3,0,2,1,1,3,0,0,35239
45,126328,242714,429,43,1,22.71,48,0.27,1,0,1,0,0,4,1,0,60678
46,117930,89680,548,57,2,17.81,24,0.17,0,1,0,1,1,3,0,0,44840
30,46020,236087,823,87,2,13.46,60,0.67,1,3,2,0,0,3,1,0,47217
35,70045,72011,756,19,3,14.49,36,0.5,0,0,1,1,1,0,0,0,24003
19,133500,208411,340,74,3,3.18,48,0.18,2,3,1,1,1,4,0,0,52102
46,38749,114611,788,52,2,3.48,12,0.43,2,2,2,0,1,1,1,0,114611
38,128991,233298,837,37,3,3.71,48,0.46,2,1,2,0,1,4,1,0,58324
32,88780,100089,444,102,4,20.69,48,0.41,0,2,2,0,1,2,1,0,25022
69,24761,70203,379,90,2,23.85,12,0.69,2,1,0,0,1,3,1,0,70203
44,96481,222070,696,40,1,5.56,48,0.87,3,2,2,0,0,0,1,0,55517
67,109413,116924,569,102,1,10.94,36,0.2,2,0,1,1,1,2,0,0,38974
48,83310,249355,341,17,3,13.04,48,0.18,1,1,2,1,0,2,0,0,62338
32,79511,126239,310,80,1,22.93,36,0.74,3,3,2,0,1,0,1,0,42079
68,114672,116785,592,33,1,6.82,48,0.47,0,2,1,0,1,0,1,0,29196
40,147657,195628,576,48,1,2.2,48,0.46,0,3,2,0,0,2,0,0,48907
41,100162,79005,789,107,2,5.59,24,0.39,3,2,2,1,1,3,0,0,39502
61,85977,149598,503,28,3,18.19,36,0.72,2,0,1,0,1,1,1,0,49866
30,82461,141013,617,79,2,11.33,12,0.17,1,2,2,1,0,2,1,0,141013
39,137919,51029,677,10,2,7.8,60,0.17,2,1,1,1,1,4,1,0,10205
60,19464,241212,528,32,2,21.43,48,0.37,3,0,0,0,0,0,0,0,60303
54,98150,61255,487,74,1,15.14,12,0.4,0,1,0,0,1,2,1,0,61255
50,83453,45481,740,52,3,17.02,36,0.65,3,1,1,0,0,4,0,1,15160
20,146765,62487,648,17,1,16.38,36,0.61,3,1,0,1,0,3,0,0,20829
36,90386,218759,664,2,4,13.49,60,0.4,0,2,0,1,1,1,1,0,43751
40,129545,45753,407,54,1,13.07,36,0.78,3,3,2,0,0,3,0,0,15251
46,103168,45794,378,84,2,15.0,12,0.66,3,2,2,1,0,2,0,0,45794
47,39004,209499,409,6,1,20.32,12,0.15,2,2,0,1,0,2,0,0,209499
56,82136,84377,831,112,4,4.77,36,0.9,3,0,1,0,0,0,0,0,28125
61,149144,235160,517,46,2,5.96,36,0.61,1,3,0,1,1,4,0,0,78386
64,67411,213327,507,3,4,2.25,48,0.65,0,1,0,1,1,3,0,0,53331
42,48207,111128,803,45,2,15.72,48,0.35,3,1,2,1,0,2,0,0,27782
54,149852,7113,757,78,3,4.15,24,0.77,2,2,1,1,1,1,1,0,3556
64,122401,32376,712,117,4,16.03,36,0.49,2,0,0,1,0,4,1,0,10792
25,32369,232657,694,39,2,15.48,36,0.87,0,1,2,0,0,2,0,0,77552
59,89449,179725,554,38,1,8.77,48,0.47,0,2,1,0,1,4,0,0,44931
33,64752,81062,415,20,1,11.32,36,0.41,3,3,1,1,1,3,1,0,27020
25,80411,59516,693,68,4,17.38,48,0.53,1,1,0,0,1,3,0,0,14879
18,136922,149786,510,71,4,5.94,36,0.13,0,1,1,1,1,2,1,0,49928
61,31165,146747,835,17,2,13.83,36,0.36,2,1,2,0,0,4,1,0,48915
22,110271,248002,601,36,4,9.34,36,0.68,3,1,0,0,1,1,1,0,82667
20,122850,226148,382,110,2,16.57,36,0.35,1,0,0,0,0,2,0,0,75382
18,46151,43997,523,62,2,12.89,48,0.37,3,2,0,1,0,1,0,1,10999
21,39178,22734,638,4,2,5.9,48,0.35,0,2,1,1,1,3,0,0,5683
57,41195,106613,716,49,3,3.12,36,0.75,1,3,0,0,1,1,1,0,35537
52,81247,130557,650,71,2,24.61,60,0.55,1,0,2,1,1,4,1,0,26111
49,24155,127304,813,118,3,23.08,48,0.5,1,1,0,1,0,4,0,1,31826
59,102885,78860,742,85,1,8.9,24,0.66,2,1,1,1,0,3,0,0,39430
51,74185,246447,646,107,2,13.5,60,0.24,1,2,2,0,0,3,0,0,49289
60,115614,29244,601,98,3,3.26,48,0.21,2,1,2,1,1,3,0,0,7311
42,135404,79572,733,30,4,11.09,60,0.75,2,0,1,0,0,1,1,0,15914
27,85329,14639,473,82,2,9.07,60,0.79,1,0,1,0,1,1,1,0,2927
38,27686,142516,753,72,3,18.1,24,0.17,2,3,0,1,1,1,0,0,71258
63,61480,174603,679,59,3,4.02,48,0.82,0,3,0,1,1,4,1,0,43650
56,62844,25640,477,24,2,4.72,12,0.56,1,3,1,0,1,3,1,0,25640
44,24638,79385,399,71,2,2.76,48,0.65,0,0,2,0,1,0,1,0,19846
44,63916,17695,516,81,2,2.71,60,0.85,1,1,2,1,0,4,1,0,3539
19,53821,176753,828,30,4,4.28,24,0.78,3,2,2,0,0,4,1,0,88376
58,76403,214162,759,7,4,24.54,48,0.16,2,3,1,1,0,0,0,0,53540
65,85266,182489,486,15,4,15.54,48,0.84,1,3,0,0,1,1,0,0,45622
30,101445,57979,564,59,3,22.58,24,0.25,3,3,1,0,1,1,0,1,28989
26,80323,53696,331,42,1,8.16,24,0.67,0,3,2,0,0,2,1,1,26848
69,95607,246901,426,73,1,9.67,48,0.46,1,2,0,0,0,3,0,0,61725
53,74456,247472,545,70,4,7.01,48,0.7,3,0,2,0,1,1,0,0,61868
39,60061,232871,556,52,4,5.58,60,0.48,1,2,2,0,0,2,0,0,46574
59,97164,43486,642,60,1,24.12,48,0.11,3,3,2,1,1,0,1,0,10871
43,105757,108937,774,72,2,16.64,48,0.36,3,1,2,0,0,3,0,0,27234
29,136978,244269,763,106,2,8.78,48,0.33,2,0,1,0,1,1,0,0,61067
34,22499,63751,822,87,1,7.16,12,0.28,1,0,1,0,0,0,1,0,63751
31,117967,81679,582,9,4,14.85,36,0.55,1,1,2,0,1,2,0,0,27226
31,114446,249326,561,118,2,19.13,12,0.35,0,2,2,1,0,1,0,0,249326
51,60650,29869,846,81,1,2.71,12,0.81,1,2,2,1,1,2,1,0,29869
37,64650,28640,800,66,4,16.98,24,0.39,0,3,2,1,1,0,0,0,14320
28,66099,143350,845,85,2,13.93,36,0.32,1,1,0,1,0,3,0,0,47783
33,78531,164935,503,49,2,13.44,36,0.19,0,0,1,1,1,3,0,0,54978
68,90019,202455,535,113,3,3.94,24,0.74,0,0,2,0,1,0,1,0,101227
48,36313,39658,464,71,1,19.89,60,0.48,3,2,1,0,1,2,0,0,7931
23,104633,236669,529,81,4,7.36,24,0.74,0,1,1,0,0,0,0,0,118334
36,80410,68314,835,77,3,22.9,24,0.29,2,0,0,1,1,4,1,0,34157
54,48047,194018,355,60,3,3.82,36,0.79,3,0,0,1,1,2,1,0,64672
21,129256,202706,839,92,4,10.21,24,0.36,1,1,1,1,0,1,0,0,101353
64,61405,212582,650,87,1,24.66,48,0.74,2,1,0,1,0,3,0,1,53145
21,136862,79563,834,84,2,3.09,60,0.72,3,1,1,0,1,0,0,0,15912
37,141040,226703,785,23,4,18.14,60,0.68,0,2,2,1,1,2,0,0,45340
27,33184,212185,579,61,2,15.55,36,0.35,2,0,0,1,0,0,0,1,70728
41,28983,69303,543,35,4,10.88,48,0.44,0,0,1,0,1,3,0,0,17325
52,24991,164970,619,20,4,21.13,12,0.77,0,2,2,0,1,3,1,0,164970
43,149475,234097,826,30,1,22.22,36,0.64,0,1,2,1,0,0,0,0,78032
54,141764,106732,768,3,2,7.95,36,0.83,0,2,1,0,1,4,0,0,35577
55,71502,15138,551,51,3,6.63,48,0.34,2,1,0,1,0,1,1,0,3784
38,118754,51753,752,118,4,6.16,24,0.41,3,0,2,0,0,3,0,0,25876
57,140876,236660,831,14,3,17.55,12,0.69,2,1,1,1,1,1,0,0,236660
56,52458,145719,681,53,3,6.37,36,0.83,2,2,0,1,1,0,1,0,48573
38,121295,208404,588,30,1,11.13,12,0.38,0,0,1,0,0,2,1,0,208404
27,56484,23252,328,97,1,3.4,12,0.85,1,3,2,1,1,3,1,0,23252
55,116714,211663,632,24,4,17.53,48,0.21,3,0,1,0,0,0,0,0,52915
63,54211,83680,509,87,3,7.27,48,0.38,2,3,2,1,1,1,0,0,20920
21,69880,101457,769,50,3,14.1,36,0.31,1,1,1,0,1,4,0,1,33819
62,78170,194872,690,40,4,20.71,24,0.85,2,0,2,0,1,0,0,0,97436
37,16974,156409,553,30,3,24.71,12,0.25,2,3,0,0,0,1,1,1,156409
34,117238,119513,362,16,3,14.21,60,0.19,1,3,0,0,0,2,1,0,23902
24,19746,150414,580,52,2,5.83,36,0.36,2,2,1,1,0,2,1,0,50138
21,112831,84786,705,91,4,2.56,60,0.58,3,2,1,0,0,1,1,0,16957
46,47927,187075,451,4,1,12.78,12,0.21,0,1,2,1,0,2,1,0,187075
31,19943,214260,385,22,2,22.82,24,0.35,2,2,2,1,0,2,1,1,107130
20,148583,54977,808,44,4,21.18,60,0.76,0,0,1,0,1,3,0,0,10995
41,140994,187945,480,114,3,13.63,48,0.86,0,2,0,1,0,2,1,0,46986
54,102159,80336,454,22,4,2.76,12,0.48,2,1,1,0,0,2,1,0,80336
33,119883,41027,462,26,3,14.11,12,0.1,2,3,1,1,1,3,0,0,41027
69,107565,220062,579,112,1,10.1,12,0.32,3,1,1,1,1,3,0,0,220062
21,19035,97597,376,91,1,3.17,24,0.36,1,3,0,1,1,4,0,0,48798
41,77594,80996,391,79,3,7.28,60,0.2,1,0,0,0,1,4,1,0,16199
51,123531,95107,393,52,2,8.81,48,0.16,0,3,1,0,1,2,1,0,23776
47,79575,122646,446,41,2,19.76,24,0.11,2,2,2,0,1,0,0,0,61323
35,67140,12563,680,16,1,15.58,12,0.5,1,2,1,0,0,4,0,0,12563
36,59313,36317,348,59,1,12.24,12,0.8,2,2,1,0,1,0,1,1,36317
48,20185,50646,642,5,1,5.11,60,0.63,0,3,2,1,0,3,1,0,10129
36,27142,31180,498,90,3,19.94,12,0.55,2,1,0,1,1,2,1,0,31180
66,31753,16594,742,92,4,17.54,12,0.77,1,2,1,0,0,3,1,1,16594
63,76855,107983,342,67,3,12.39,48,0.65,2,2,1,0,0,1,1,0,26995
36,40112,39311,394,37,4,4.37,60,0.83,0,3,2,0,1,2,0,0,7862
39,33685,38452,367,62,1,7.11,36,0.2,3,0,0,1,0,4,1,0,12817
41,49849,32582,770,84,4,12.91,24,0.1,3,3,0,0,0,3,0,0,16291
62,48900,123712,310,20,1,19.59,60,0.67,3,2,1,1,1,0,1,0,24742
29,18897,226172,704,74,2,20.55,24,0.36,3,0,1,1,1,1,1,1,113086
47,45452,160852,612,79,1,12.98,48,0.8,1,2,2,0,0,4,1,0,40213
55,112188,136082,481,98,2,2.5,36,0.31,0,3,2,0,1,2,1,0,45360
48,148084,19377,531,88,3,20.3,36,0.69,1,2,2,1,0,4,1,0,6459
53,46254,46700,832,59,1,11.5,12,0.61,0,1,2,1,1,0,0,0,46700
36,70171,36266,608,58,4,24.34,48,0.5,3,0,2,1,0,1,1,0,9066
65,87894,79142,573,95,1,16.49,60,0.84,2,2,0,1,1,0,0,0,15828
62,132418,133047,679,50,3,24.16,24,0.5,3,3,2,0,0,2,0,0,66523
53,49685,22643,381,11,1,8.74,36,0.69,0,1,0,0,0,1,0,0,7547
47,130025,168414,471,74,4,22.48,48,0.8,2,3,2,1,0,3,1,0,42103
66,109453,86274,415,44,1,22.58,60,0.89,3,0,1,1,0,0,0,0,17254
50,53743,77811,669,19,1,22.77,36,0.12,0,3,2,1,0,1,1,1,25937
35,34711,211007,532,86,1,13.28,36,0.35,0,0,1,1,1,0,0,0,70335
69,73667,69974,415,58,4,10.2,12,0.55,0,2,0,1,1,1,1,0,69974
66,146428,20296,588,88,3,10.85,12,0.71,3,0,2,0,1,0,0,0,20296
45,125670,29290,300,78,4,20.03,60,0.73,3,1,0,1,1,0,0,0,5858
64,46007,9345,574,93,2,19.22,12,0.81,1,1,2,0,1,1,0,0,9345
28,84446,234706,576,0,2,19.63,24,0.63,3,2,1,1,1,4,1,0,117353
62,114662,242187,395,78,2,3.7,12,0.25,2,2,0,0,0,2,1,0,242187
50,100274,26306,821,39,2,12.56,24,0.64,0,1,0,0,1,1,0,0,13153
34,63901,117763,626,67,2,21.18,60,0.71,1,2,0,0,1,2,1,0,23552
23,119180,39650,435,75,4,11.63,12,0.53,2,3,1,1,0,2,0,0,39650
21,103353,231308,826,69,3,6.8,36,0.88,2,2,1,0,1,0,1,0,77102
37,113080,48125,403,28,1,6.74,36,0.45,0,2,2,1,1,1,1,0,16041
65,142538,244120,430,30,4,11.9,48,0.53,0,0,1,1,1,0,0,0,61030
64,68466,157499,724,94,1,6.26,24,0.78,3,2,0,1,0,1,1,0,78749
44,147656,92484,354,15,4,23.43,36,0.58,2,0,0,0,0,1,1,0,30828
32,69268,34252,410,76,4,20.01,36,0.84,0,3,1,1,1,3,1,0,11417
23,131543,196698,684,48,4,11.67,36,0.37,1,3,2,0,0,1,1,0,65566
64,149105,50603,589,35,1,12.91,36,0.23,0,0,1,0,0,3,0,0,16867
31,81864,132925,316,22,2,7.45,36,0.54,1,1,0,1,1,1,1,0,44308
28,70598,216470,587,72,3,14.23,12,0.33,1,2,0,1,1,4,1,1,216470
56,30343,91679,515,71,3,22.87,48,0.81,1,3,1,1,1,1,0,0,22919
26,47117,28082,372,75,3,3.19,36,0.29,1,0,2,0,1,4,1,0,9360
43,91963,39922,461,3,1,7.61,12,0.24,0,3,1,1,0,1,1,1,39922
33,51516,218572,523,38,1,4.14,24,0.43,0,1,0,1,1,3,1,0,109286
22,115547,54205,635,86,4,5.91,48,0.56,3,0,1,1,0,2,1,0,13551
69,28013,31226,663,35,3,3.08,12,0.69,0,3,0,0,0,2,1,0,31226
27,16013,67252,685,49,2,18.84,48,0.75,0,0,1,0,1,2,1,0,16813
67,50324,92938,682,9,1,24.55,24,0.38,3,1,0,0,0,1,0,0,46469
20,102370,126288,425,118,2,22.86,24,0.44,1,2,2,1,0,1,1,0,63144
30,98355,22511,352,115,4,12.9,36,0.21,1,1,0,0,1,2,1,0,7503
60,84578,36080,706,56,4,5.67,24,0.17,2,2,1,0,0,4,0,0,18040
66,127129,162556,424,87,3,5.37,60,0.86,2,0,1,0,1,4,1,0,32511
47,146067,211636,715,97,4,10.67,24,0.6,0,1,1,0,0,4,0,0,105818
62,39012,113518,462,82,2,10.36,24,0.21,2,1,1,1,0,4,1,0,56759
23,147812,75086,693,62,4,8.1,60,0.27,3,2,1,1,1,4,0,0,15017
34,38449,109144,306,30,1,2.51,24,0.17,0,0,1,0,0,2,0,0,54572
62,125130,34767,417,3,3,17.76,36,0.28,3,1,2,0,1,0,1,0,11589
68,83839,193808,632,33,3,10.59,12,0.44,1,0,2,0,1,3,0,0,193808
36,76477,47389,517,52,1,13.23,48,0.76,0,0,1,1,1,2,1,0,11847
59,131726,29254,686,115,4,24.99,60,0.67,0,0,0,1,1,4,0,0,5850
52,66924,171015,307,0,4,3.46,24,0.7,1,0,1,1,0,1,1,0,85507
63,25704,216765,438,7,2,24.11,60,0.32,0,1,1,1,1,0,0,0,43353
